"tbodyaccmeanx" "tbodyaccmeany" "tbodyaccmeanz" "tbodyaccstdx" "tbodyaccstdy" "tbodyaccstdz" "tgravityaccmeanx" "tgravityaccmeany" "tgravityaccmeanz" "tgravityaccstdx" "tgravityaccstdy" "tgravityaccstdz" "tbodyaccjerkmeanx" "tbodyaccjerkmeany" "tbodyaccjerkmeanz" "tbodyaccjerkstdx" "tbodyaccjerkstdy" "tbodyaccjerkstdz" "tbodygyromeanx" "tbodygyromeany" "tbodygyromeanz" "tbodygyrostdx" "tbodygyrostdy" "tbodygyrostdz" "tbodygyrojerkmeanx" "tbodygyrojerkmeany" "tbodygyrojerkmeanz" "tbodygyrojerkstdx" "tbodygyrojerkstdy" "tbodygyrojerkstdz" "subject" "activity"
"2181" 0.4260909 -0.008404256 -0.05493104 0.1978642 0.2298152 -0.2579623 0.9498911 -0.2094984 0.08628661 -0.9454595 -0.8741923 -0.9118824 -0.02198863 -0.1512554 -0.06615553 0.02041329 0.08560843 -0.4837322 -0.145204 -0.09088753 0.04871241 -0.3030345 -0.5551737 -0.2787251 -0.1252532 -0.1029828 0.26101 -0.4763034 -0.6718587 -0.3907959 11 "walkingdownstairs"
"2182" 0.1353016 -0.01571354 -0.07919503 0.241823 0.2237816 -0.30093 0.9606332 -0.2003533 0.08982857 -0.9559594 -0.9054206 -0.9616038 -0.3192374 0.04740269 -0.2071108 0.04223957 0.02682807 -0.4913863 0.03252428 -0.2019367 0.13401 -0.1679021 -0.5179752 -0.3221635 0.1493916 -0.05447382 0.009100247 -0.513148 -0.6781723 -0.4840141 11 "walkingdownstairs"
"2183" 0.2470736 0.004925595 -0.09132574 0.3158321 0.05907071 -0.3511567 0.9539803 -0.2077783 0.0913848 -0.9528374 -0.9312475 -0.9509905 0.7845273 0.06724621 -0.1051863 -0.06853393 -0.1171565 -0.5329311 0.4609743 -0.3395724 0.2037657 -0.5789008 -0.5375454 -0.2624097 -0.0492276 0.02961551 -0.2186309 -0.5749169 -0.7257646 -0.4241399 11 "walkingdownstairs"
"2184" 0.4544517 -0.03586309 -0.1942716 0.2266894 0.01013786 -0.343536 0.9452971 -0.1935823 0.09809002 -0.9866312 -0.9361788 -0.9602515 0.05826394 -0.2606085 -0.2710843 -0.1062775 -0.1677746 -0.5698449 0.4614614 -0.2618966 0.2036849 -0.4863361 -0.3769458 -0.2364841 0.2813812 -0.02838349 0.2371905 -0.5175884 -0.6811938 -0.4206127 11 "walkingdownstairs"
"2185" 0.2243908 0.002671945 -0.01540711 0.04300472 0.1184245 -0.3179073 0.9451215 -0.2086825 0.07472295 -0.963406 -0.9554932 -0.8553997 0.2073563 -0.03204995 -0.1881811 -0.2344131 -0.2163691 -0.6331967 -0.6007031 0.2434456 -0.04404233 -0.6037014 -0.47651 -0.3471855 0.02794425 -0.1626265 -0.0975877 -0.6431123 -0.7308797 -0.5507447 11 "walkingdownstairs"
"2186" 0.2186394 0.01297684 -0.0589357 0.008256133 -0.02929583 -0.4036041 0.9511266 -0.1985308 0.1025271 -0.9633586 -0.9660667 -0.9209283 0.4784074 -0.260635 -0.166981 -0.1717319 -0.1906088 -0.649969 -0.3642051 0.08453786 0.03204405 -0.6883141 -0.480854 -0.3759154 -0.09193816 0.1475096 -0.2739496 -0.6227771 -0.6929157 -0.5181981 11 "walkingdownstairs"
"2187" 0.2737193 -0.02190645 -0.1371215 -0.06995767 0.02736698 -0.4222261 0.9630457 -0.1851266 0.1131877 -0.9571471 -0.9507684 -0.9386765 -0.07900826 -0.06266262 0.08659446 -0.1602885 -0.1986697 -0.6560364 -0.6621172 0.251851 -0.05383703 -0.4356064 -0.5077538 -0.3798449 -0.1517811 0.003522585 -0.2722149 -0.5753357 -0.6993465 -0.5211067 11 "walkingdownstairs"
"2188" 0.3023913 -0.07115356 -0.129459 -0.09975998 0.08229039 -0.3458804 0.9686993 -0.1936988 0.1005163 -0.9608683 -0.890487 -0.8890861 0.1473537 0.4416278 0.09774652 -0.1977972 -0.1799784 -0.6211431 -0.3230496 0.06909121 -0.00685411 -0.06577744 -0.4463657 -0.3525781 0.2771044 -0.3880786 -0.09240241 -0.5425419 -0.694229 -0.4981725 11 "walkingdownstairs"
"2189" 0.3103628 -0.02709553 -0.09549321 -0.09309092 0.3442789 -0.3676359 0.9612517 -0.2083488 0.0956384 -0.9594136 -0.9084165 -0.9328223 0.4808951 0.08572286 -0.09196272 -0.1424772 0.039065 -0.5487821 0.02080223 -0.04989576 0.08551343 -0.3335455 -0.5088151 -0.3688895 0.06948029 -0.2225209 0.1009979 -0.4672972 -0.6636126 -0.4964359 11 "walkingdownstairs"
"2190" 0.3065978 -0.03357338 -0.1470627 0.06580445 0.2811354 -0.3690842 0.9477021 -0.2031775 0.1004032 -0.9519287 -0.8972409 -0.9550023 -0.3281524 -0.1664567 -0.1614224 -0.0747928 -0.03668667 -0.5932836 -0.1220624 -0.05752437 0.08550013 -0.3510061 -0.4967064 -0.370959 -0.1343074 0.07600035 0.220463 -0.4421801 -0.67075 -0.5281906 11 "walkingdownstairs"
"2191" 0.2210112 -0.009615421 -0.1291251 0.151417 0.008996759 -0.3070185 0.9328693 -0.223074 0.09974218 -0.9446838 -0.8524865 -0.9441858 -0.4770359 0.1722789 -0.005819398 -0.1119939 -0.1778826 -0.6406767 0.3117677 -0.2565412 0.1957188 -0.4351989 -0.4701295 -0.34128 -0.07805872 0.1377143 -0.003464205 -0.4814595 -0.6673466 -0.4437897 11 "walkingdownstairs"
"2192" 0.2730494 0.02945461 -0.1081138 0.1696872 -0.01023805 -0.328502 0.9319617 -0.2283766 0.1122031 -0.959277 -0.8939228 -0.9268341 0.8314094 -0.1399615 0.2648785 -0.1481694 -0.1054815 -0.6133743 0.3924457 -0.2505973 0.1653035 -0.634869 -0.5190292 -0.2693844 -0.2951833 0.1233476 -0.1734382 -0.5261807 -0.6909325 -0.3338841 11 "walkingdownstairs"
"2193" 0.1949967 -0.1397317 -0.114118 -0.1989199 -0.01205536 -0.1028796 0.9439216 -0.2472274 0.1311513 -0.9257826 -0.7362607 -0.7964202 -0.1208068 0.005101659 -0.1707254 -0.3884384 -0.3888334 -0.7562425 -0.6108559 0.1749076 0.01682305 -0.7087391 -0.3413937 -0.6953011 0.1278994 -0.02984111 0.01827515 -0.6714377 -0.8152634 -0.7596995 11 "walkingupstairs"
"2194" 0.0933712 -0.05308952 -0.131869 -0.1151075 -0.08278587 -0.2647109 0.9130721 -0.3210559 0.1290118 -0.8812121 -0.784939 -0.8946911 0.02505942 0.2599854 0.2092563 -0.3282821 -0.355566 -0.7799647 -0.3317249 0.169976 -0.01865413 -0.66251 -0.3187637 -0.723041 0.1024765 -0.2090548 0.06929146 -0.6376772 -0.8080604 -0.7675886 11 "walkingupstairs"
"2195" 0.2204087 -0.02778489 -0.131226 -0.1899381 0.0106561 -0.275899 0.8898334 -0.3513885 0.1134651 -0.9639136 -0.9868795 -0.9624301 0.2569953 0.07470243 0.0718711 -0.4407941 -0.3498064 -0.7890598 0.07469995 -0.1754087 0.04407667 -0.4377435 -0.4272139 -0.7395011 0.2328556 -0.2521407 -0.01935402 -0.5854615 -0.8344252 -0.785028 11 "walkingupstairs"
"2196" 0.3253787 -0.001966332 -0.1340127 -0.2324522 0.0264386 -0.261057 0.8877714 -0.356128 0.1063018 -0.9838615 -0.9616474 -0.9491407 0.06668862 0.006831241 0.07874532 -0.4804421 -0.3635084 -0.7600713 0.3756736 -0.3440365 0.1040657 -0.3554409 -0.3118531 -0.7391518 -0.1571006 -0.005744135 -0.1012004 -0.6042067 -0.8258311 -0.7781517 11 "walkingupstairs"
"2197" 0.3385806 0.006150611 -0.0891054 -0.2465494 -0.0611762 -0.1817076 0.8960315 -0.3450423 0.103795 -0.9561386 -0.9026219 -0.9181656 -0.06280577 -0.07736122 -0.06223474 -0.5153094 -0.4046962 -0.7772039 0.05937283 -0.113985 0.0954323 -0.3105526 -0.2804526 -0.7582338 -0.3271497 0.1511185 -0.1097903 -0.6487745 -0.8201852 -0.8082421 11 "walkingupstairs"
"2198" 0.3630902 -0.0321787 -0.1252691 -0.2397788 -0.0843595 -0.1983668 0.899378 -0.3330659 0.1100236 -0.9608648 -0.9476567 -0.9176877 0.2614555 -0.2610794 -0.278005 -0.4848321 -0.4509701 -0.8238018 0.07220876 -0.3213019 0.1051621 -0.383021 -0.3660595 -0.6928666 0.03122434 -0.01208607 -0.1151453 -0.6536763 -0.8128435 -0.7935173 11 "walkingupstairs"
"2199" 0.3548934 -0.02274732 -0.1171813 -0.2269765 -0.03122341 -0.2287208 0.8987599 -0.33607 0.1025043 -0.9597259 -0.9607831 -0.9097479 0.2426307 -0.077393 -0.09314473 -0.470151 -0.4265432 -0.8234138 0.0818368 -0.2276641 0.1088139 -0.3169498 -0.3191891 -0.6584816 -0.2950475 0.00503753 -0.1448953 -0.6506132 -0.819042 -0.7560208 11 "walkingupstairs"
"2200" 0.2424333 -0.0342041 -0.06828434 -0.2257205 -0.05878441 -0.2223294 0.9043325 -0.335591 0.1006346 -0.9651385 -0.9667766 -0.9119848 -0.0633798 0.1039603 0.06377719 -0.4755498 -0.3695961 -0.8198638 -0.4062214 0.286513 0.02103785 -0.5717064 -0.3312849 -0.7343011 -0.2964648 0.06147005 -0.09444788 -0.6141841 -0.8207836 -0.7914094 11 "walkingupstairs"
"2201" 0.26903 -0.02328637 -0.09719196 -0.2164568 -0.1786579 -0.2490472 0.8976064 -0.3455562 0.1152856 -0.953215 -0.9475299 -0.9293694 0.1910294 -0.0005393595 0.004395859 -0.4993875 -0.4493259 -0.8038372 -0.3649046 0.1357367 0.0155015 -0.7399029 -0.3143239 -0.7500642 0.03546667 -0.05236435 0.01642973 -0.6780844 -0.8149738 -0.8227659 11 "walkingupstairs"
"2202" 0.2470347 -0.1242368 -0.1241281 -0.1948699 0.04431621 -0.1096759 0.9347206 -0.2872869 0.1301017 -0.9426507 -0.7583598 -0.7431128 -0.1634914 -0.01825086 -0.1820087 -0.3870441 -0.344658 -0.7961773 -0.5662069 0.2037558 -0.0001285466 -0.6690005 -0.2928721 -0.6738365 0.08263598 0.07343703 -0.02098868 -0.6549621 -0.7945406 -0.7747657 11 "walkingupstairs"
"2203" 0.07730887 -0.03364131 -0.1135562 -0.0792763 0.007863775 -0.2964612 0.9093334 -0.3479984 0.1260178 -0.9062794 -0.8400078 -0.8494645 -0.04084849 0.2530232 0.1540277 -0.3469354 -0.2791559 -0.7807413 -0.3070769 0.2423344 -0.01641549 -0.6332172 -0.256403 -0.7635315 0.08565351 -0.2116104 -0.06555398 -0.6178636 -0.7916687 -0.7785739 11 "walkingupstairs"
"2204" 0.1649126 0.00449189 -0.07933054 -0.1539248 0.03622702 -0.2287608 0.8882156 -0.3707063 0.1180798 -0.960601 -0.9870281 -0.9196716 0.2304347 0.06139783 0.1699135 -0.4077037 -0.3106441 -0.7508368 0.1233615 -0.1904048 0.04838614 -0.4207264 -0.396838 -0.7760725 0.2436468 -0.3958948 -0.03479102 -0.6055288 -0.8344979 -0.78068 11 "walkingupstairs"
"2205" 0.2977369 0.0174485 -0.1132603 -0.2376111 0.002894995 -0.1685808 0.8845325 -0.3629273 0.1251583 -0.9791398 -0.9245928 -0.9489237 0.1526039 -0.0189373 0.05043054 -0.4309719 -0.314356 -0.7423087 0.3483669 -0.3664509 0.1276186 -0.431951 -0.3224667 -0.6813334 -0.209415 -0.01060581 -0.05830576 -0.5900732 -0.8301626 -0.7541192 11 "walkingupstairs"
"2206" 0.3318284 -0.01511764 -0.1462265 -0.2538328 -0.08740521 -0.1830712 0.8904767 -0.3445135 0.1211216 -0.9634883 -0.9268454 -0.9519683 0.02454556 -0.08383285 -0.1027677 -0.4639525 -0.3675631 -0.7923858 -0.003353253 -0.08369391 0.122985 -0.4294344 -0.2696092 -0.690072 -0.3350953 0.09843552 -0.004523955 -0.6375656 -0.8184103 -0.7631674 11 "walkingupstairs"
"2207" 0.3760334 -0.03087208 -0.1825349 -0.2674402 -0.1098023 -0.2921995 0.8964443 -0.342364 0.105819 -0.9770803 -0.9598204 -0.9058523 -0.007002848 -0.1924133 -0.1714877 -0.4710324 -0.4398013 -0.8163065 0.1118498 -0.297763 0.1310345 -0.2626474 -0.3065949 -0.7213355 0.03799027 0.1103211 -0.2105981 -0.6558451 -0.8084493 -0.7672431 11 "walkingupstairs"
"2208" 0.309871 -0.02437617 -0.1054902 -0.2463215 -0.03980151 -0.3314149 0.902983 -0.3443937 0.08532626 -0.9648826 -0.9673219 -0.9342145 0.008456058 0.04760275 0.01678992 -0.4702268 -0.3814095 -0.802776 0.09266818 -0.126057 0.0589157 -0.2364469 -0.2294546 -0.6706335 -0.2297758 0.1022522 -0.08275323 -0.6285394 -0.8078861 -0.7606737 11 "walkingupstairs"
"2209" 0.2576893 -0.01789233 -0.03543704 -0.2380998 -0.09621602 -0.2857882 0.906492 -0.3438242 0.09134253 -0.9726285 -0.969288 -0.8760271 0.00250671 0.1901395 0.05501928 -0.4627716 -0.3841555 -0.8140665 -0.4182327 0.3578087 -0.02884798 -0.7065789 -0.3664916 -0.7490159 -0.2287132 -0.1187534 0.1050701 -0.6705417 -0.8453231 -0.799198 11 "walkingupstairs"
"2210" 0.2998487 -0.02303613 -0.08926894 -0.1959526 -0.0794836 -0.2372538 0.9033872 -0.3424352 0.1168091 -0.9656615 -0.9655666 -0.8811469 0.08655451 -0.03924151 -0.08827924 -0.4158731 -0.3864399 -0.8002684 -0.3470739 0.1121709 0.07982329 -0.7001284 -0.4318208 -0.7869997 0.1134541 -0.03259994 -0.1397806 -0.6977346 -0.8609338 -0.8286967 11 "walkingupstairs"
"2211" 0.2511831 -0.1287578 -0.171017 -0.2451442 -0.07757274 -0.1459323 0.9338866 -0.2898132 0.1384707 -0.9152995 -0.7318772 -0.7941363 -0.1232171 -0.04403938 -0.1843664 -0.4966313 -0.4443991 -0.8059211 -0.5999366 0.177544 -0.02205216 -0.6922354 -0.3629359 -0.637276 0.1760178 0.1053891 -0.006069103 -0.6905351 -0.8278489 -0.7982178 11 "walkingupstairs"
"2212" 0.2417596 -0.02957107 -0.1301676 -0.1839978 -0.1224361 -0.2187755 0.9076641 -0.3472953 0.125523 -0.9160958 -0.8884012 -0.861104 0.1135641 0.09349834 0.1254419 -0.4328019 -0.3905052 -0.7722709 -0.3432237 0.1468991 -0.03561347 -0.6613946 -0.3564623 -0.7534712 0.1046145 -0.1403646 0.02631216 -0.6845931 -0.8199455 -0.797274 11 "walkingupstairs"
"2213" 0.2757942 -0.01598759 -0.08342506 -0.202936 -0.08943641 -0.1896644 0.8952161 -0.354565 0.1158477 -0.9745594 -0.9706138 -0.9175486 0.142269 -0.0757714 -0.07650337 -0.4376319 -0.4258389 -0.7656473 -0.01508307 -0.1401445 0.03691565 -0.6485743 -0.4230353 -0.7927701 0.161219 -0.1832633 -0.03726832 -0.6989374 -0.8181106 -0.81482 11 "walkingupstairs"
"2214" 0.2959244 0.03827683 -0.1148211 -0.2941253 -0.1823569 -0.1598384 0.892298 -0.3485922 0.1248573 -0.967097 -0.9734757 -0.9277699 0.6265065 -0.344846 -0.1381276 -0.5678637 -0.4976655 -0.8108492 0.4192514 -0.5869937 0.1860563 -0.4728501 -0.4547233 -0.670417 -0.100446 -0.1988039 0.02580843 -0.727216 -0.824389 -0.7855234 11 "walkingupstairs"
"2215" 0.2362153 0.02486418 -0.09632611 -0.3103987 -0.2695044 -0.1801927 0.8973031 -0.33262 0.1214717 -0.9378197 -0.9233581 -0.9165304 0.4978874 -0.09432157 -0.05401561 -0.5207028 -0.5211539 -0.7956253 0.2040127 -0.3212552 0.1932995 -0.2612924 -0.353676 -0.6699768 -0.4769587 -0.142525 -0.0401856 -0.7304357 -0.8361863 -0.780862 11 "walkingupstairs"
"2216" 0.1559852 -0.06046162 -0.1031075 -0.2937028 -0.1273879 -0.2576455 0.8998289 -0.3318122 0.1149098 -0.9422117 -0.8993412 -0.936214 -0.282387 0.57006 -0.06934326 -0.4325715 -0.4660209 -0.7879875 0.09989326 -0.1905747 0.08234894 -0.2557057 -0.2425089 -0.7372579 -0.02373941 -0.1081429 -0.02433738 -0.6692541 -0.8340749 -0.7838857 11 "walkingupstairs"
"2217" 0.1952611 -0.05647215 -0.1010266 -0.2973882 -0.06556878 -0.2633189 0.8929603 -0.3570229 0.1049946 -0.9440967 -0.8997309 -0.9044251 -0.1570795 0.2602868 -0.0299118 -0.4669674 -0.4386269 -0.7951146 0.1474647 -0.2507329 0.04578452 -0.2969055 -0.2605641 -0.6502107 -0.1285041 -0.008572994 -0.01414697 -0.6707492 -0.8199968 -0.7622081 11 "walkingupstairs"
"2218" 0.2639995 -0.01865172 -0.07558832 -0.2719697 -0.1597816 -0.25435 0.8939086 -0.3713068 0.09736205 -0.9505014 -0.9730321 -0.924642 0.112612 -0.1503187 -0.02102227 -0.4824015 -0.4151364 -0.7681493 -0.3680207 0.2346285 -0.008103436 -0.5901801 -0.3136673 -0.6140937 -0.3698942 0.06512034 -0.06727627 -0.6889958 -0.8183525 -0.7404754 11 "walkingupstairs"
"2219" 0.292676 -0.00467297 -0.06773936 -0.2757777 -0.2184313 -0.2388172 0.8924053 -0.3725044 0.1045766 -0.978144 -0.9829875 -0.9440734 0.03817793 -0.06476962 -0.04780806 -0.4925998 -0.4204409 -0.7797202 -0.4412145 0.2708431 0.0057159 -0.6897128 -0.2640151 -0.6453745 -0.04898343 -0.12916 -0.09792081 -0.6844603 -0.8140314 -0.7659162 11 "walkingupstairs"
"2220" 0.3060448 -0.03623395 -0.06649144 -0.2701983 -0.1733438 -0.236183 0.8890357 -0.3671528 0.1143616 -0.9789217 -0.9726806 -0.9386291 -0.07203674 -0.05861439 0.05989441 -0.5145544 -0.4503906 -0.8013164 -0.061188 0.01195415 0.1002405 -0.454931 -0.2821339 -0.6608404 0.3810785 -0.2573684 -0.1741653 -0.6800609 -0.8243327 -0.7600185 11 "walkingupstairs"
"2221" 0.267624 0.00644572 0.1126221 -0.9116746 -0.6724673 -0.4331998 0.9529455 -0.2091093 -0.247963 -0.8189416 -0.7198232 -0.4244035 0.0007733887 -0.1315121 -0.2111245 -0.945402 -0.9417711 -0.9165338 0.06361421 0.4039351 -0.1305357 -0.9073114 -0.7977093 -0.8776967 -0.1387436 -0.1216204 0.03112888 -0.8927626 -0.8127898 -0.9271543 14 "standing"
"2222" 0.2339605 -0.04520994 -0.2025108 -0.9671812 -0.9015523 -0.8106391 0.9547169 -0.1876732 -0.1756996 -0.9262636 -0.9188139 -0.8162959 0.08187842 0.01574409 -0.08650188 -0.9546272 -0.9435979 -0.934985 0.02079792 0.1742493 0.02020832 -0.8945389 -0.8863289 -0.9263614 -0.1195556 -0.05533864 -0.02951581 -0.8629896 -0.9349686 -0.940946 14 "standing"
"2223" 0.243131 -0.03685066 -0.2039464 -0.9448015 -0.9184104 -0.7888906 0.9376574 -0.2052242 -0.2063171 -0.9807821 -0.9730771 -0.8095087 0.06543838 -0.00074513 0.05885262 -0.9173271 -0.9208233 -0.8785386 0.002370087 -0.007260243 0.09989289 -0.8565418 -0.6320206 -0.8900829 -0.0738747 0.01852061 -0.0822288 -0.7650153 -0.7918521 -0.9173859 14 "standing"
"2224" 0.2585716 -0.02957532 -0.1203229 -0.9438458 -0.9120617 -0.7944245 0.9276225 -0.2161726 -0.2392114 -0.9662408 -0.9580602 -0.9306188 0.0965558 0.03619499 0.01013023 -0.9257394 -0.9253285 -0.8893662 -0.01343067 -0.07189221 0.0977625 -0.8845183 -0.6394239 -0.8934301 -0.1016735 -0.06265718 -0.05473949 -0.7936149 -0.7959588 -0.9324072 14 "standing"
"2225" 0.2947047 0.0101467 -0.09172453 -0.9825531 -0.9179593 -0.9439585 0.921859 -0.2216665 -0.2460819 -0.9829797 -0.9768082 -0.9667867 0.08708331 0.04617934 0.01664207 -0.9853304 -0.9661458 -0.9846798 -0.01331708 -0.05923042 0.04720489 -0.954176 -0.9435066 -0.9334686 -0.106854 -0.1214106 -0.01292635 -0.9684698 -0.9715043 -0.9775889 14 "standing"
"2226" 0.2945884 0.01136646 -0.0959261 -0.984849 -0.9031377 -0.9511641 0.9265673 -0.2068363 -0.2425085 -0.9797302 -0.9234054 -0.9822485 0.06357174 -0.003394706 -0.01790898 -0.9858084 -0.9581317 -0.9831446 -0.03416822 -0.06982474 0.0806616 -0.9516839 -0.9677327 -0.920142 -0.1077855 -0.03270119 -0.03911127 -0.9718666 -0.986714 -0.9778168 14 "standing"
"2227" 0.2856998 -0.02029352 -0.08552003 -0.9903245 -0.9212423 -0.9619848 0.9324644 -0.1904893 -0.2356708 -0.98884 -0.9660372 -0.9592927 0.07889873 -0.005986201 0.01295036 -0.9911109 -0.9617818 -0.9821527 -0.03248809 -0.08402602 0.120898 -0.9592273 -0.9644094 -0.9543061 -0.09988078 -0.03090708 -0.06902147 -0.974 -0.9870819 -0.9842701 14 "standing"
"2228" 0.2836697 -0.01971566 -0.09009115 -0.9862922 -0.9426027 -0.9767742 0.9352727 -0.1909219 -0.2267137 -0.9953696 -0.9783785 -0.9717014 0.08326562 0.03157207 0.006101112 -0.9870142 -0.9745276 -0.9828581 -0.02491433 -0.0901401 0.09787495 -0.9733525 -0.9683941 -0.9647425 -0.0903841 -0.04559025 -0.0591169 -0.9796803 -0.9860713 -0.9827372 14 "standing"
"2229" 0.2849693 -0.009492896 -0.09633721 -0.9879529 -0.9782405 -0.9786283 0.9375561 -0.1922352 -0.2199402 -0.991987 -0.9859463 -0.9750371 0.07439357 0.00715653 -0.01930209 -0.9873276 -0.9877137 -0.9855222 -0.02998929 -0.08636823 0.08693611 -0.9887155 -0.9747261 -0.978339 -0.1009633 -0.04482159 -0.04866968 -0.9917634 -0.9868877 -0.983623 14 "standing"
"2230" 0.2818514 -0.0104094 -0.1021858 -0.994681 -0.9866164 -0.9870784 0.9395391 -0.1881069 -0.2157409 -0.9978355 -0.9888305 -0.9928796 0.07333252 0.006085472 0.006634196 -0.9934665 -0.9902687 -0.9892564 -0.02800302 -0.08118756 0.08552766 -0.9911036 -0.9879221 -0.9871748 -0.1045301 -0.03337762 -0.06178673 -0.9937965 -0.9930991 -0.9897223 14 "standing"
"2231" 0.2747739 -0.01613964 -0.1138206 -0.9952143 -0.9763856 -0.9697072 0.9404194 -0.1841688 -0.2133321 -0.9974927 -0.9875655 -0.9882687 0.07355845 0.01074683 -0.01012261 -0.9964687 -0.9912552 -0.9927114 -0.02844156 -0.09115607 0.0935663 -0.9940366 -0.991594 -0.9925389 -0.1021796 -0.03917525 -0.05242149 -0.9964453 -0.9980535 -0.9970135 14 "standing"
"2232" 0.270624 -0.02204396 -0.1273985 -0.9965855 -0.9844905 -0.9743636 0.9396641 -0.183642 -0.2161249 -0.9931203 -0.9891542 -0.9651862 0.07540207 0.0110512 0.003438456 -0.9963688 -0.9891477 -0.9954044 -0.02850114 -0.07948986 0.09309155 -0.9940591 -0.985908 -0.9941795 -0.09513248 -0.03704729 -0.05533801 -0.9968378 -0.9968373 -0.9967707 14 "standing"
"2233" 0.2765225 -0.01965499 -0.1100872 -0.9975607 -0.9869701 -0.9734457 0.9374983 -0.1863271 -0.2229217 -0.9945879 -0.9922208 -0.9747778 0.07760672 0.008004194 0.006672462 -0.9973556 -0.9893054 -0.9936318 -0.02543947 -0.06468432 0.08825642 -0.9944916 -0.9933296 -0.9959056 -0.09364082 -0.03892355 -0.05580716 -0.996897 -0.9963684 -0.9954087 14 "standing"
"2234" 0.275724 -0.02384603 -0.1058179 -0.9985576 -0.9854506 -0.9836997 0.9368116 -0.188531 -0.2233352 -0.9990774 -0.9910939 -0.9854309 0.07280485 0.005779924 -0.008509726 -0.9979414 -0.9913517 -0.9893968 -0.02546822 -0.07263574 0.08797526 -0.9960324 -0.9963195 -0.9955539 -0.1016036 -0.0421739 -0.05570946 -0.9969519 -0.9972587 -0.9958859 14 "standing"
"2235" 0.2732871 -0.02202412 -0.1147245 -0.9981731 -0.9843125 -0.9845566 0.9363993 -0.1924928 -0.2220769 -0.997137 -0.9837933 -0.9949681 0.07388386 0.01321686 -0.002832638 -0.9970655 -0.9931233 -0.9901851 -0.03066114 -0.07680423 0.08245502 -0.9925884 -0.9956712 -0.9953244 -0.09989669 -0.03941337 -0.05653819 -0.9963344 -0.9981491 -0.9965001 14 "standing"
"2236" 0.2765166 -0.01475768 -0.1113265 -0.9969484 -0.9959436 -0.9731053 0.9350143 -0.1951997 -0.2250181 -0.9960826 -0.9965192 -0.9823334 0.07778369 0.01782722 2.021248e-05 -0.9968782 -0.9929982 -0.9930782 -0.02957117 -0.06855657 0.07819662 -0.992211 -0.9925274 -0.9958886 -0.09747746 -0.03924772 -0.05584454 -0.9970255 -0.9981292 -0.9962982 14 "standing"
"2237" 0.279106 -0.01632338 -0.102761 -0.9973207 -0.9881529 -0.9761911 0.9343373 -0.1939478 -0.2270353 -0.9976324 -0.9931258 -0.9864619 0.07519833 0.007783289 0.005097774 -0.9961627 -0.9916012 -0.9930622 -0.02461467 -0.06964823 0.08613341 -0.9964529 -0.991852 -0.9925317 -0.09874803 -0.04381493 -0.05196298 -0.9985791 -0.997793 -0.9972559 14 "standing"
"2238" 0.4200944 0.06337189 0.0002373936 -0.9044169 -0.7262018 -0.8191969 0.842833 -0.2639339 -0.3685829 -0.7943783 -0.7247488 -0.7784842 0.04809897 -0.07808614 -0.01974044 -0.9682433 -0.9622726 -0.9606281 0.01551492 0.102155 -0.01559103 -0.9204548 -0.9443375 -0.9122052 -0.1389124 -0.08538741 -0.0001884646 -0.9672846 -0.9793186 -0.9810326 14 "standing"
"2239" 0.2628252 -0.02406927 -0.1223377 -0.9713729 -0.9306775 -0.9100859 0.8876558 -0.2166427 -0.3332302 -0.9465076 -0.9511733 -0.9039043 0.04682994 -0.02442907 -0.07309399 -0.991238 -0.97787 -0.9822492 -0.01060143 -0.006369334 0.07978428 -0.9512903 -0.969782 -0.9514531 -0.08714208 -0.05395074 -0.04776258 -0.9782831 -0.990155 -0.9897272 14 "standing"
"2240" 0.2581843 -0.02618936 -0.1342061 -0.9857961 -0.978873 -0.9614083 0.8840012 -0.2198087 -0.3363203 -0.9637766 -0.9702739 -0.9315025 0.08973949 0.02031973 0.02271672 -0.9911527 -0.9874581 -0.9854829 -0.01767639 -0.05435101 0.1045038 -0.9835844 -0.9835289 -0.9752076 -0.09767878 -0.04427538 -0.05520558 -0.9938366 -0.9949042 -0.9916879 14 "standing"
"2241" 0.2818594 -0.01541568 -0.1053467 -0.9902023 -0.981198 -0.9850832 0.8772594 -0.2254104 -0.3460528 -0.9919634 -0.9917366 -0.9843208 0.07546792 0.01477224 0.009614675 -0.9916452 -0.9881908 -0.9926397 -0.02265464 -0.07504841 0.09979517 -0.9852841 -0.9833277 -0.981756 -0.1056018 -0.04745291 -0.04747689 -0.9917478 -0.9935623 -0.9923014 14 "standing"
"2242" 0.2749171 -0.01884793 -0.114504 -0.9918815 -0.9727683 -0.9767942 0.8784356 -0.2247775 -0.345591 -0.9933409 -0.9915533 -0.9904073 0.07049077 0.004390573 -0.006122 -0.9930748 -0.9886302 -0.9870632 -0.02826174 -0.09129194 0.09899137 -0.9872196 -0.9842259 -0.9896681 -0.09776824 -0.04243699 -0.05710037 -0.9914394 -0.9932927 -0.9956507 14 "standing"
"2243" 0.2686615 -0.02419852 -0.1189245 -0.9927479 -0.9799671 -0.9749298 0.877057 -0.2261447 -0.3482363 -0.9880593 -0.9829163 -0.9729551 0.08303377 0.0166712 0.001331629 -0.9942682 -0.9901537 -0.9869376 -0.02568774 -0.08284469 0.08755986 -0.9902661 -0.9884659 -0.9855176 -0.09261994 -0.03876692 -0.05859308 -0.9954617 -0.9964239 -0.9976046 14 "standing"
