"tBodyAcc-mean()-X" "tBodyAcc-mean()-Y" "tBodyAcc-mean()-Z" "tBodyAcc-std()-X" "tBodyAcc-std()-Y" "tBodyAcc-std()-Z" "tGravityAcc-mean()-X" "tGravityAcc-mean()-Y" "tGravityAcc-mean()-Z" "tGravityAcc-std()-X" "tGravityAcc-std()-Y" "tGravityAcc-std()-Z" "tBodyAccJerk-mean()-X" "tBodyAccJerk-mean()-Y" "tBodyAccJerk-mean()-Z" "tBodyAccJerk-std()-X" "tBodyAccJerk-std()-Y" "tBodyAccJerk-std()-Z" "tBodyGyro-mean()-X" "tBodyGyro-mean()-Y" "tBodyGyro-mean()-Z" "tBodyGyro-std()-X" "tBodyGyro-std()-Y" "tBodyGyro-std()-Z" "tBodyGyroJerk-mean()-X" "tBodyGyroJerk-mean()-Y" "tBodyGyroJerk-mean()-Z" "tBodyGyroJerk-std()-X" "tBodyGyroJerk-std()-Y" "tBodyGyroJerk-std()-Z" "subject" "activity"
"163" 0.2758409 -0.018403826 -0.10282253 -0.9946609 -0.98033928 -0.96721807 0.89473752 -0.36285698 0.16721705 -0.9958286 -0.99090506 -0.98223728 0.077613928 0.020514912 0.024477729 -0.99105963 -0.97912042 -0.98307024 -0.034606081 -0.060370918 0.091577409 -0.99293932 -0.97518266 -0.97196925 -0.097874062 -0.033210307 -0.067687199 -0.99289778 -0.98824664 -0.97720395 2 5
"164" 0.27860714 -0.010041872 -0.088410143 -0.99380749 -0.97494691 -0.95814189 0.8942283 -0.36264534 0.17066026 -0.99849359 -0.99171737 -0.98143966 0.070650101 0.0060952775 0.0046715771 -0.98676613 -0.97926154 -0.98943915 -0.032911805 -0.048613403 0.075198364 -0.98605556 -0.97984798 -0.97699503 -0.098083829 -0.025206784 -0.076064365 -0.98893725 -0.99152192 -0.98357985 2 5
"165" 0.27627058 -0.0072991585 -0.080292541 -0.99431265 -0.97201406 -0.96850889 0.89440512 -0.35756713 0.17967315 -0.99877324 -0.9758443 -0.94451807 0.077936685 0.015775734 -0.022919675 -0.98738171 -0.97657504 -0.99088158 -0.029709642 -0.067204394 0.080348049 -0.98459296 -0.986487 -0.98194466 -0.095247766 -0.047188007 -0.045642131 -0.98758204 -0.99453901 -0.99104626 2 5
"166" 0.27848792 -0.012224534 -0.10117153 -0.9958216 -0.97692291 -0.98269928 0.89419491 -0.35189962 0.18938176 -0.99839641 -0.98821478 -0.97666359 0.078992539 0.007588259 -0.015490132 -0.99178877 -0.97729594 -0.98974743 -0.026383943 -0.083750667 0.086684776 -0.99127016 -0.99306243 -0.98958667 -0.096495314 -0.04102188 -0.049638997 -0.99096727 -0.99503193 -0.98773432 2 5
"167" 0.28021898 -0.014917572 -0.1086301 -0.99552895 -0.98355855 -0.9844364 0.89460016 -0.34923918 0.19220199 -0.99752067 -0.99378088 -0.99494132 0.075041862 -0.00011810101 -0.0065723028 -0.99138987 -0.98189938 -0.98904364 -0.027128821 -0.088354106 0.093004159 -0.99208304 -0.99351726 -0.99096498 -0.10107854 -0.043533256 -0.051156787 -0.99348344 -0.99541682 -0.98743764 2 5
"168" 0.27811098 -0.020942513 -0.11285638 -0.99622105 -0.97286048 -0.98063794 0.89531336 -0.34879527 0.19171048 -0.9991234 -0.99382525 -0.9896189 0.072686034 0.0072871205 0.0010952661 -0.99156841 -0.98139082 -0.99209488 -0.026503517 -0.084407181 0.095595239 -0.98372647 -0.98975572 -0.99431967 -0.10579005 -0.04186121 -0.054243837 -0.98618159 -0.9926088 -0.99268556 2 5
"169" 0.27143024 -0.026177026 -0.11524626 -0.99541288 -0.96520529 -0.98418621 0.89499058 -0.35178547 0.18945783 -0.99655084 -0.98588906 -0.99019143 0.072840757 0.015738638 0.012523627 -0.99243536 -0.97776204 -0.99327495 -0.028241422 -0.077794246 0.097236867 -0.97781819 -0.98793071 -0.98424204 -0.10564452 -0.044313729 -0.059004249 -0.97897038 -0.98933546 -0.98912967 2 5
"170" 0.33014802 0.01898283 -0.042531252 -0.96189692 -0.84714153 -0.76381978 0.85873081 -0.42136189 0.15565405 -0.91588882 -0.83963498 -0.65313487 0.056542179 -0.048260835 -0.13687504 -0.98483394 -0.97301266 -0.98163175 -0.01011147 -0.064425449 -0.049312712 -0.96263177 -0.96698098 -0.93231397 -0.081934713 -0.034456405 -0.043702669 -0.98294357 -0.98938494 -0.98510032 2 5
"171" 0.27746452 -0.022945736 -0.14505044 -0.99433963 -0.97146178 -0.96585224 0.87551935 -0.39775832 0.18647231 -0.98715361 -0.97861967 -0.93054357 0.075657677 -0.0024026051 -0.004580742 -0.99313579 -0.98615383 -0.9903147 -0.021833577 -0.10082312 0.04530707 -0.9873421 -0.98794283 -0.97599201 -0.10245855 -0.038872701 -0.043490874 -0.99339406 -0.99418973 -0.99200344 2 5
"172" 0.27972876 -0.017344364 -0.11825506 -0.99676417 -0.97934994 -0.96910035 0.87608972 -0.40049618 0.17273308 -0.9978594 -0.99000057 -0.95704087 0.07772222 0.017723983 0.018834401 -0.99426332 -0.98099473 -0.99128806 -0.027344718 -0.086690906 0.083888677 -0.98529609 -0.98652216 -0.97964724 -0.099069454 -0.034845578 -0.043449414 -0.98707311 -0.99264748 -0.98923414 2 5
"173" 0.27941259 -0.016093153 -0.10220436 -0.99606562 -0.976673 -0.98581712 0.8762395 -0.40111409 0.16945118 -0.99880443 -0.99718931 -0.98876456 0.071531558 0.016171349 -0.0058277771 -0.99361752 -0.98137566 -0.99189873 -0.028573451 -0.086904366 0.09875769 -0.98588401 -0.98479545 -0.98229441 -0.10141815 -0.040111763 -0.052399904 -0.98720914 -0.99098725 -0.99000411 2 5
"174" 0.27740299 -0.017215318 -0.11354467 -0.99630802 -0.98218741 -0.97675191 0.87657213 -0.40064889 0.17132248 -0.9986425 -0.99843492 -0.99043043 0.075205156 0.0098497272 -0.010452921 -0.99288541 -0.98642959 -0.9904862 -0.027609695 -0.086939037 0.10084523 -0.99376206 -0.98863623 -0.99060917 -0.096833121 -0.04173109 -0.054597344 -0.99466796 -0.99288172 -0.99244025 2 5
"175" 0.27792121 -0.016941868 -0.11987997 -0.99561711 -0.99112821 -0.98615063 0.87651689 -0.40079849 0.16869333 -0.99807313 -0.99818414 -0.97793677 0.078433688 0.0085751484 0.0043733053 -0.99304252 -0.99166984 -0.9925438 -0.025864153 -0.077538933 0.094698373 -0.99597785 -0.99173357 -0.99169882 -0.096800446 -0.035564797 -0.058107808 -0.99498485 -0.99515233 -0.99086772 2 5
"176" 0.27704497 -0.016760148 -0.10919185 -0.99460151 -0.98911169 -0.98694538 0.87649622 -0.400631 0.16496029 -0.99800091 -0.99733028 -0.99270196 0.076619758 0.0034782461 0.0071125696 -0.9899898 -0.98881594 -0.98398989 -0.030941306 -0.066789342 0.090717226 -0.98927452 -0.98270365 -0.99230471 -0.11001493 -0.037691117 -0.056160905 -0.99143737 -0.99062505 -0.99247512 2 5
"177" 0.27295758 -0.022500824 -0.11037456 -0.99511927 -0.98170391 -0.98735559 0.87639678 -0.40104629 0.16442112 -0.99758621 -0.99289645 -0.99670062 0.074249805 0.0028183364 -0.0045185531 -0.98937353 -0.98573076 -0.98423111 -0.031874422 -0.06730364 0.092760149 -0.98523481 -0.97949229 -0.98927849 -0.098860553 -0.044538716 -0.0500067 -0.98963381 -0.98936005 -0.99327619 2 5
"178" 0.27204575 -0.024955862 -0.11448034 -0.99619785 -0.98272334 -0.99315137 0.87505219 -0.4047524 0.16333994 -0.99477847 -0.98246639 -0.99141731 0.075459015 0.017021923 -0.0016497606 -0.99164725 -0.98707098 -0.99293624 -0.026735124 -0.074986284 0.08199314 -0.98830986 -0.98709369 -0.98689328 -0.087344189 -0.042622273 -0.058807913 -0.99256036 -0.99347757 -0.99290326 2 5
"179" 0.28245689 -0.014282925 -0.1134339 -0.99395377 -0.97202717 -0.98746639 0.87353879 -0.40875446 0.16102311 -0.99666575 -0.99097255 -0.99166016 0.078436691 0.023687769 -0.0033815855 -0.99170949 -0.98563139 -0.98698169 -0.02579137 -0.078036619 0.075231376 -0.98774221 -0.99185378 -0.99132979 -0.10237601 -0.035812708 -0.061344641 -0.9915613 -0.99544948 -0.99480662 2 5
"180" 0.28722297 -0.010646634 -0.10792908 -0.99489028 -0.97992244 -0.99024845 0.87531122 -0.40671471 0.15912209 -0.98871833 -0.98173061 -0.99370378 0.076632498 0.010695211 0.0014809914 -0.99447019 -0.98600689 -0.98952453 -0.026993572 -0.072887574 0.084681507 -0.98475301 -0.98924559 -0.98883563 -0.09908347 -0.040079289 -0.05220946 -0.9914974 -0.99522376 -0.99268516 2 5
"181" 0.27655316 -0.014799101 -0.099806746 -0.98975103 -0.98237581 -0.9876677 0.87834175 -0.40276525 0.159183 -0.99390734 -0.99125485 -0.99351216 0.062294209 0.011576134 0.038942674 -0.99128161 -0.98464147 -0.98957987 -0.037625407 -0.044203067 0.067053991 -0.95747241 -0.96526481 -0.95325703 -0.14327557 -0.052638972 -0.085788525 -0.98030615 -0.98257935 -0.98658537 2 5
"182" 0.23981797 0.082443951 -0.040169582 -0.96500075 -0.74251416 -0.85626318 0.92762526 -0.10492251 0.2782628 -0.95040369 -0.65013862 -0.78980888 0.052069526 -0.13842716 -0.067240889 -0.96241014 -0.94380019 -0.97150119 -0.046391769 -0.12236474 0.16243575 -0.96107909 -0.94528258 -0.92328852 -0.10292924 -0.059431149 0.0016736811 -0.973079 -0.97339541 -0.96583991 2 4
"183" 0.23157481 0.029387192 -0.055042118 -0.97481563 -0.92695162 -0.9439297 0.91676907 -0.039981956 0.30871536 -0.93747354 -0.89925432 -0.91833389 0.084114563 -0.032563296 -0.0022708078 -0.97656325 -0.96719273 -0.97701412 -0.034179257 -0.12719278 0.22223118 -0.96561479 -0.95915638 -0.95322124 -0.084392969 -0.049568538 -0.031520245 -0.98295236 -0.98459175 -0.97763758 2 4
"184" 0.27074746 -0.0043332488 -0.090021685 -0.99327972 -0.94832144 -0.96578248 0.90233797 -0.015100446 0.32617025 -0.98337943 -0.94445797 -0.94092729 0.083201748 -0.011418035 -0.018863523 -0.99314009 -0.97589581 -0.99298587 -0.023158141 -0.13301736 0.20813042 -0.99266883 -0.98681689 -0.96611484 -0.10040313 -0.031550674 -0.076055099 -0.98704391 -0.99348194 -0.98934052 2 4
"185" 0.27160041 -0.01596493 -0.10063981 -0.99600179 -0.98166416 -0.98539091 0.89952941 -0.0069893456 0.33395238 -0.9947098 -0.99721695 -0.98945006 0.078987868 0.015529645 -0.0026151808 -0.99352199 -0.9749171 -0.99081698 -0.024031414 -0.10348925 0.14916489 -0.99325518 -0.99010109 -0.97615818 -0.10104556 -0.029068902 -0.071066983 -0.98673833 -0.99340485 -0.98802034 2 4
"186" 0.2689962 -0.012391548 -0.096838815 -0.98656392 -0.96612485 -0.97227076 0.89740711 -0.0059390076 0.33736763 -0.993173 -0.99412728 -0.98215671 0.06519932 0.0097701983 0.010441313 -0.97580071 -0.95064813 -0.96227987 -0.025575723 -0.083000776 0.10560382 -0.99183181 -0.98107881 -0.96962798 -0.097409619 -0.061969944 -0.054265728 -0.98255207 -0.98902557 -0.97158469 2 4
"187" 0.27479909 -0.012039553 -0.10255632 -0.9851568 -0.96483383 -0.96680303 0.89509759 -0.003140315 0.34117575 -0.99486005 -0.98855633 -0.98964502 0.075140535 0.010463609 0.014219612 -0.97259683 -0.95013813 -0.95940934 -0.02619275 -0.075477116 0.084562163 -0.98929627 -0.97741448 -0.97490828 -0.098523576 -0.044353166 -0.061393447 -0.97519407 -0.98500943 -0.96947307 2 4
"188" 0.27879967 -0.015633084 -0.10664773 -0.99522762 -0.98640358 -0.98324472 0.89413305 -3.6267094e-05 0.34337966 -0.99744766 -0.99145288 -0.99388001 0.089234536 0.0080374617 -0.019908555 -0.98827754 -0.98448505 -0.98389955 -0.028390738 -0.07589954 0.082115968 -0.99194284 -0.98580423 -0.99317675 -0.099952866 -0.018082781 -0.065499732 -0.98209744 -0.98932308 -0.98886102 2 4
"189" 0.27524573 -0.017001233 -0.10770697 -0.99719717 -0.99363656 -0.99338903 0.89395634 0.00094775322 0.34448237 -0.99823463 -0.9984665 -0.99597408 0.071216709 0.011893556 -0.0013733835 -0.99487325 -0.99087255 -0.99141258 -0.029390561 -0.071168643 0.08098433 -0.99658491 -0.99719179 -0.99715308 -0.094829697 -0.042831216 -0.052531415 -0.9945395 -0.99731804 -0.99566202 2 4
"190" 0.27566806 -0.016603733 -0.1049066 -0.99724272 -0.99208412 -0.99162089 0.89323928 0.00095124393 0.34494749 -0.99765618 -0.99801139 -0.99725232 0.074103982 0.0077310431 0.0022133818 -0.99440439 -0.98799731 -0.98953552 -0.028087161 -0.066857643 0.082186909 -0.996555 -0.99362071 -0.99708542 -0.10033989 -0.038723355 -0.052435104 -0.99536895 -0.99384574 -0.99400411 2 4
"191" 0.26569797 -0.016850926 -0.090479419 -0.99320662 -0.98930232 -0.98027412 0.89205939 0.0015262141 0.34678161 -0.99575256 -0.99796053 -0.98611548 0.077147363 0.011279438 -0.0015645026 -0.99419885 -0.98613452 -0.98994823 -0.0297651 -0.065998421 0.083092366 -0.99402018 -0.9707901 -0.99126206 -0.097071085 -0.054914792 -0.057029021 -0.99392322 -0.98960114 -0.99263514 2 4
"192" 0.27097605 -0.01515646 -0.096123623 -0.99029455 -0.98081101 -0.97094113 0.88854581 0.0022465241 0.35306812 -0.98642422 -0.99732702 -0.967014 0.084703157 0.03020625 -0.021737759 -0.99300849 -0.97892727 -0.99061822 -0.028560948 -0.090536757 0.082658309 -0.99155003 -0.96271251 -0.98318096 -0.10365051 -0.036729422 -0.050245925 -0.99053183 -0.98441534 -0.98761025 2 4
"193" 0.41364162 -0.15839475 -0.34597805 -0.78056903 -0.44184541 -0.52804492 0.89680166 -0.061337425 0.31796857 -0.54719065 -0.3279312 -0.31503681 -0.091462961 0.27036501 0.32558587 -0.95449444 -0.94552265 -0.97546039 -0.22686902 0.19104952 -0.79897208 -0.96511635 -0.94902964 -0.89666549 -0.098524215 -0.015408758 0.00951035 -0.95318551 -0.96046665 -0.97020665 2 4
"194" 0.24841948 -0.019568651 -0.10836772 -0.96931199 -0.97177848 -0.94114466 0.94607162 -0.15568896 0.2286349 -0.92870521 -0.9727372 -0.91091609 0.096018531 0.0051271818 0.038888634 -0.99216984 -0.97489667 -0.98631289 -0.17226468 0.14512425 -0.57364591 -0.94316435 -0.96296944 -0.83693102 -0.061552993 -0.05468421 0.038788374 -0.99465716 -0.99293861 -0.98688005 2 4
"195" 0.28431213 -0.015594273 -0.085976937 -0.98846181 -0.98078326 -0.96851273 0.93416562 -0.15558477 0.22842467 -0.98586939 -0.99526321 -0.9642791 0.06892173 0.027894489 0.0067181839 -0.98838271 -0.97672524 -0.98533289 -0.10087832 0.063653283 -0.25750099 -0.95920374 -0.96792347 -0.83867516 -0.07275879 -0.064243977 0.041812753 -0.99262802 -0.99060805 -0.98840067 2 4
"196" 0.26632973 -0.014018832 -0.078509357 -0.99018337 -0.97841238 -0.97099752 0.93545027 -0.15454941 0.2377529 -0.99000219 -0.99747139 -0.96066533 0.070270782 0.0087526429 0.003824938 -0.98770661 -0.98060647 -0.98825272 -0.055202887 -0.01513466 -0.021418666 -0.97811075 -0.96746812 -0.91941289 -0.085903545 -0.05612844 0.010655015 -0.99386421 -0.99119567 -0.98835003 2 4
"197" 0.26902515 -0.013122593 -0.089644011 -0.99335359 -0.98151471 -0.9727412 0.93196036 -0.15305592 0.24945913 -0.98604783 -0.99269125 -0.94840438 0.08332013 0.00088605569 -0.029911329 -0.99171019 -0.98302033 -0.99273278 -0.030285407 -0.084314932 0.092395237 -0.98657018 -0.98248463 -0.96132211 -0.088645082 -0.050740915 -0.027971426 -0.99701425 -0.99482105 -0.9885913 2 4
"198" 0.27804665 -0.013597299 -0.11000054 -0.99484415 -0.98299801 -0.98010769 0.92922106 -0.15084668 0.25616635 -0.9982886 -0.99398256 -0.98630274 0.074971268 0.014309389 -0.0040214067 -0.99228874 -0.98010718 -0.99061581 -0.019849352 -0.091247475 0.12407962 -0.99588029 -0.98537769 -0.98835831 -0.093614853 -0.030271674 -0.070896657 -0.99573586 -0.9926663 -0.99121574 2 4
"199" 0.27542397 -0.0049399286 -0.096703863 -0.99506975 -0.97825164 -0.97139511 0.92894984 -0.1474392 0.25640363 -0.99806471 -0.98384107 -0.98399831 0.076845459 0.012117839 0.0013113662 -0.9924951 -0.9789888 -0.98885727 -0.020946027 -0.08616597 0.11514961 -0.99483048 -0.9865905 -0.98635334 -0.099752761 -0.042861664 -0.053680571 -0.99381493 -0.99276503 -0.99094826 2 4
"200" 0.27933873 -0.0073438173 -0.10514613 -0.99521536 -0.97273765 -0.96572771 0.9284597 -0.14037077 0.26053723 -0.99724502 -0.97326591 -0.97130215 0.07722138 0.0062990781 -0.011743608 -0.99331103 -0.98197246 -0.98854981 -0.023027464 -0.096940071 0.10846397 -0.99413107 -0.98688734 -0.98481026 -0.10086209 -0.042712646 -0.046896675 -0.9911111 -0.99391533 -0.99071565 2 4
"201" 0.2820615 -0.013704805 -0.1175365 -0.99508865 -0.97834338 -0.98418217 0.92912313 -0.1346576 0.26169916 -0.99549282 -0.99143915 -0.98141725 0.077782367 0.02881315 0.0088941684 -0.99180131 -0.9822475 -0.99231066 -0.025739645 -0.080489109 0.10218012 -0.99445107 -0.98203287 -0.98051042 -0.10511075 -0.023537403 -0.047956485 -0.99117495 -0.99269513 -0.98774173 2 4
"202" 0.27327371 -0.013628537 -0.096298527 -0.99478128 -0.97434286 -0.98426555 0.92988892 -0.13239251 0.25961443 -0.99874626 -0.99320551 -0.98949102 0.076482046 0.013512457 -0.0036153881 -0.99058142 -0.97542113 -0.9954244 -0.028338845 -0.071648439 0.094535441 -0.99431845 -0.97984282 -0.97512619 -0.098027651 -0.046755505 -0.05879104 -0.99268056 -0.98975812 -0.98414123 2 4
"203" 0.27540653 -0.019426969 -0.10365438 -0.99384045 -0.97611848 -0.97222727 0.92897521 -0.13049954 0.26296044 -0.99652611 -0.99545189 -0.97942956 0.071163678 -0.0077639764 -0.0032495041 -0.99022202 -0.97739501 -0.99163862 -0.027010357 -0.071974132 0.093720176 -0.99357368 -0.9796988 -0.97826614 -0.093486518 -0.048518778 -0.069946613 -0.99280269 -0.99003299 -0.98534268 2 4
"204" 0.28764759 -0.0031577634 -0.15519093 -0.79285254 -0.84482351 -0.89140893 -0.44518402 0.72416087 0.6928576 -0.5788707 -0.84873915 -0.84984961 0.25044741 -0.045314077 0.0027198713 -0.92688558 -0.93740143 -0.95860821 -0.0092333374 -0.25520922 0.88128535 -0.9763677 -0.9362007 -0.8149704 -0.096538218 -0.014633867 -0.15257955 -0.9738435 -0.94893273 -0.96167353 2 6
"205" 0.28981652 -0.023625983 -0.093806191 -0.92725632 -0.96563601 -0.98474872 -0.45773968 0.73490997 0.67375042 -0.866177 -0.96907755 -0.97138044 0.033688411 0.024279626 0.0071620992 -0.98270295 -0.97230508 -0.98827839 -0.0072446312 -0.18686219 0.52942171 -0.99331622 -0.97143651 -0.82352613 -0.095439778 -0.032406354 -0.15377522 -0.99185816 -0.98233371 -0.9853312 2 6
"206" 0.23247724 -0.015840013 -0.099607104 -0.97695785 -0.9821179 -0.9819417 -0.44870757 0.73027157 0.67849513 -0.94026218 -0.99703496 -0.97068915 0.083780036 0.019513231 -0.016720209 -0.98804716 -0.97850844 -0.98644643 -0.010337358 -0.14941332 0.24732821 -0.99503005 -0.98862672 -0.88712137 -0.097793493 -0.037016276 -0.12870742 -0.9941172 -0.98588738 -0.9911923 2 6
"207" 0.28001074 -0.01504451 -0.1141546 -0.99017048 -0.99027362 -0.99195138 -0.46275004 0.73135371 0.68153531 -0.98057155 -0.99472094 -0.99108173 0.079908077 0.012700134 0.0080324601 -0.99185335 -0.99093115 -0.98969059 -0.017877851 -0.11567948 0.098707503 -0.99162163 -0.98576891 -0.95611499 -0.10223576 -0.03698277 -0.085385588 -0.99653744 -0.99233034 -0.99367623 2 6
"208" 0.2889269 -0.016270962 -0.11194758 -0.99421314 -0.9871611 -0.99061852 -0.46228561 0.73293086 0.67930548 -0.98776639 -0.99485962 -0.98837842 0.073421762 0.012569349 0.011036174 -0.99215207 -0.98728328 -0.99105106 -0.025479262 -0.079225886 0.049376306 -0.99320699 -0.98501193 -0.9876313 -0.10331062 -0.029311217 -0.057421542 -0.99492966 -0.99448278 -0.99250578 2 6
"209" 0.27077035 -0.018885449 -0.10409015 -0.99026492 -0.99026611 -0.98960692 -0.45932125 0.73323838 0.67834821 -0.99479911 -0.9971174 -0.99486623 0.075525161 0.010575731 -0.011494025 -0.99228954 -0.98681298 -0.98935844 -0.028393112 -0.057024774 0.0499493 -0.99427611 -0.98568539 -0.98935586 -0.099015984 -0.036750939 -0.049994027 -0.99514286 -0.99384478 -0.99288045 2 6
"210" 0.25720873 -0.018170348 -0.10424073 -0.99202965 -0.98721587 -0.98887631 -0.46179068 0.73200054 0.67994802 -0.98478713 -0.99561069 -0.99204253 0.071258788 0.00087955329 -0.016568951 -0.98841838 -0.98053577 -0.98677409 -0.029079733 -0.057954768 0.055360749 -0.99478306 -0.98773483 -0.98924341 -0.099220725 -0.049744724 -0.055232549 -0.99350012 -0.99003922 -0.98910007 2 6
"211" 0.26881216 -0.017686334 -0.10637874 -0.98801337 -0.98596639 -0.98922153 -0.46806588 0.73106824 0.68135687 -0.98371625 -0.99872822 -0.99744868 0.077293317 0.012947138 0.0070076495 -0.98561183 -0.97854875 -0.9854183 -0.028182874 -0.075557684 0.069747236 -0.99482111 -0.98711416 -0.98105749 -0.098389341 -0.041759682 -0.049122684 -0.99351417 -0.9889453 -0.98874514 2 6
"212" 0.28168951 -0.018017943 -0.10599026 -0.99259049 -0.99319086 -0.99335994 -0.47123688 0.73071284 0.68208338 -0.99382176 -0.99901751 -0.99748807 0.084055106 0.016325604 -0.0044734071 -0.99111754 -0.98825152 -0.98996418 -0.028038719 -0.084828078 0.088218915 -0.99848299 -0.99180031 -0.99544707 -0.093875711 -0.038911137 -0.051634864 -0.99748381 -0.99195604 -0.99489824 2 6
"213" 0.29122454 -0.01583904 -0.1083148 -0.99464614 -0.99409257 -0.99604528 -0.46937128 0.73073014 0.68254761 -0.99034002 -0.99835413 -0.99946184 0.078095523 0.0099370394 -0.0083010193 -0.99247158 -0.99188616 -0.99409073 -0.0267807 -0.087037433 0.086801897 -0.99818926 -0.99378701 -0.99790527 -0.096779203 -0.038152514 -0.053882106 -0.997407 -0.99356259 -0.99547861 2 6
"214" 0.28651908 -0.016332634 -0.1114194 -0.99149305 -0.99286456 -0.99731072 -0.46478958 0.73158936 0.68243423 -0.98625673 -0.99637691 -0.99792052 0.076239579 0.0092512082 0.0045905018 -0.99076643 -0.99093567 -0.99660121 -0.027670553 -0.070502823 0.090324798 -0.99678688 -0.99003238 -0.99623151 -0.10009008 -0.037167735 -0.052013188 -0.99640628 -0.99528701 -0.99602955 2 6
"215" 0.25854868 -0.032957509 -0.07983694 -0.94612869 -0.884968 -0.91949304 -0.34571935 0.7966021 0.5865105 -0.97238964 -0.94900433 -0.95437835 0.097228458 0.03501434 0.11129178 -0.91654712 -0.88727443 -0.94512672 0.063352959 -0.22167796 0.50502676 -0.93489636 -0.94439351 -0.84557208 -0.11339274 -0.025904847 -0.086125699 -0.96291698 -0.94591295 -0.95245125 2 6
"216" 0.3038402 -0.017496054 -0.10323135 -0.98043123 -0.98687005 -0.97166776 -0.34769296 0.78712405 0.59420063 -0.97819012 -0.98994031 -0.96280362 0.088512764 0.016490692 -0.020778979 -0.98389521 -0.98035481 -0.98729878 0.0044466218 -0.18896675 0.26041646 -0.96808134 -0.96927068 -0.89414622 -0.12087517 -0.027984846 -0.11517608 -0.99357514 -0.9881622 -0.99382716 2 6
"217" 0.30362162 -0.017156999 -0.11169795 -0.989636 -0.99121537 -0.98918225 -0.33831865 0.78641593 0.59685687 -0.96546592 -0.99828965 -0.9898837 0.059028093 0.028526236 -0.0005782182 -0.9876463 -0.98717464 -0.98738547 -0.028099769 -0.12248662 0.11551291 -0.98551685 -0.97853875 -0.95866826 -0.11082376 -0.033831373 -0.081995372 -0.99631723 -0.99500427 -0.99398355 2 6
"218" 0.28786223 -0.017068863 -0.10900066 -0.98901427 -0.98326049 -0.98435571 -0.32912409 0.78643274 0.59565258 -0.98625486 -0.99844111 -0.99680767 0.074323369 0.01076371 0.0039271029 -0.98414994 -0.98439914 -0.98435289 -0.038874826 -0.084512677 0.055416442 -0.99062889 -0.9872118 -0.97612403 -0.10161279 -0.030674692 -0.062126515 -0.99228267 -0.99302646 -0.98916894 2 6
"219" 0.28312886 -0.017412761 -0.10856193 -0.98842964 -0.98258274 -0.98740959 -0.32559813 0.78649089 0.59524526 -0.99388743 -0.99814281 -0.99482001 0.083796561 -0.0048845151 0.00096457176 -0.9851806 -0.98337922 -0.98963562 -0.038320171 -0.060562528 0.049941098 -0.9910731 -0.98837304 -0.98355357 -0.094792627 -0.032947303 -0.05117889 -0.9923411 -0.99269761 -0.98957972 2 6
"220" 0.28062969 -0.018454053 -0.10638058 -0.99440876 -0.99089174 -0.99608438 -0.32414538 0.78613507 0.59489755 -0.99718321 -0.99561265 -0.99591608 0.076337196 0.02020517 -0.01228735 -0.9916953 -0.98914749 -0.99285942 -0.033335429 -0.067598317 0.056912211 -0.99578716 -0.99017027 -0.99417049 -0.094259546 -0.044101928 -0.057691091 -0.99668776 -0.99420908 -0.99272851 2 6
"221" 0.27683403 -0.016036583 -0.10727545 -0.99532353 -0.99029197 -0.9977026 -0.3231135 0.78558787 0.59549617 -0.99682873 -0.99618999 -0.99720265 0.0741011 0.013646258 -0.0058661523 -0.99110381 -0.99133016 -0.99448401 -0.029851071 -0.070163 0.069477749 -0.99664377 -0.99062686 -0.98457325 -0.098666573 -0.037114966 -0.04960067 -0.99666297 -0.99381377 -0.99279938 2 6
"222" 0.27066724 -0.018234096 -0.11050619 -0.99670766 -0.98976573 -0.99406919 -0.32367718 0.78628351 0.59588524 -0.9942485 -0.99574369 -0.99906912 0.072963064 0.0082886722 0.0068216041 -0.99242279 -0.99190362 -0.99176518 -0.029447476 -0.063642404 0.085429052 -0.99569485 -0.99087239 -0.99242773 -0.097651951 -0.045403021 -0.047939206 -0.99619629 -0.99477346 -0.99465881 2 6
"223" 0.27326045 -0.016496129 -0.11469471 -0.99533994 -0.98679299 -0.99077296 -0.32583882 0.78590784 0.59489569 -0.99456328 -0.99484863 -0.99161678 0.076917804 0.0069207245 0.0057587626 -0.99455213 -0.98833697 -0.98896127 -0.027087036 -0.079724689 0.078685748 -0.99514879 -0.99049772 -0.99308534 -0.096274458 -0.043336765 -0.056621917 -0.99589367 -0.99497368 -0.99356547 2 6
"224" 0.27398753 -0.013808599 -0.11041744 -0.99447498 -0.99109977 -0.99084267 -0.32733659 0.78629856 0.59254192 -0.99668115 -0.99237016 -0.99077897 0.074205157 0.010398873 0.002738037 -0.99206734 -0.98627354 -0.99121709 -0.027287354 -0.070604347 0.092036685 -0.99582214 -0.9894979 -0.9855646 -0.10077717 -0.036339265 -0.050798368 -0.99630598 -0.99507983 -0.99426023 2 6
"225" 0.27585859 -0.018573541 -0.10381581 -0.99602478 -0.99096003 -0.99313073 -0.32870661 0.78768233 0.59184194 -0.99517176 -0.99558845 -0.99473429 0.077538269 0.013946044 -0.0058301525 -0.9934903 -0.98837071 -0.98906163 -0.028441904 -0.06943432 0.096774838 -0.99703922 -0.98937998 -0.98827197 -0.097036134 -0.042035904 -0.056140685 -0.99632125 -0.99504276 -0.99448364 2 6
